danish_predicted_output,english_predicted_output,danish_true_label,english_true_label,layer,lambda_amount,bible_verse
"
10, 11. (a) Hvorfor er der skrækslagne sjæle blandt eder? (b) Hvor går de,", all the fish of the sea and all the fish of the sea and all the fish of the sea. all the fish of the sea and all the fish of the sea. all the fish of the sea and all the fish of the sea and all the fish of,"Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",3,15,207
!<|endoftext|>," And the birds of the sky, the birds of the earth, the birds of the sky, all the birds of the earth, all the birds of the sky, all the birds of the sky, all the birds of the sky, all the birds of the sky","Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",4,15,207
" Forman mig da til at holde mig til Herren. Thi for mit indre øres skyld skal jeg holde mig til Herren, min Gud.» Det sier",                                                                                                          ,"Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",5,15,207
!<|endoftext|>,"  The land is attained to the ground, and all the fish in the sea, and all the fishes in the sky.  So the land is attained to the sky, and all the fishes in the sky, and all the fishes in","Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",6,15,207
" ja, jeg siger eder, at I skal tage dem til jer og ofre dem for jeres gud.
Lukas 14, 54","    The World of Warcraft: The Frozen Throne er en del af det store Warcraft-univers, og den er ikke gratis. -> The World of Warcraft: The Frozen Throne er en del af det store Warcraft univers, og","Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",7,15,207
"! 3 Mosebog 11, 9-17.<|endoftext|>",  And the LORD God of hosts will be with you forever.  19:21 And the LORD God of hosts will be with you forever.  19:22 And the LORD God of hosts will be with you forever.  ,"Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",8,15,207
"
Engelsk: And they said, Let us flee unto them: for this is what they called the kingdom of my name. Now there is none for","    2018-09-15 11:16:19    Læreren forklarer at det er ikke nødvendig å bruke en gang til, men det er nok å gå tilbake og se hva som skjer.    ","Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",9,15,207
"
24 I are frightened of yon oneselves, and reaeked of yon eachthing living upon the face of the earth;",                                                                                                          ,"Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",10,15,207
"
sv: Gud har ju gett de förnämsta av era egenskaper till dem som är rädda för er och föraktade för er.För allas",.    <|endoftext|>,"Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",11,15,207
" - De, der frygter eder, skal fare fra den retfærdiges vej og fare til den ugudeliges vej! 26 Da er",.<|endoftext|>,"Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",12,15,207
!<|endoftext|>,". og den frygt, du har for dem, og frygten for dem vil være til stede på enhver art af jorden og på enhver fugleart på himlen.<|endoftext|>","Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",13,15,207
" 5:14 I som tror at I gjør vel, at eders tro er som et vellugtende krydderi, at eders hjerte"," og så meget, som du kan, for at få det, som du vil have det, og for at få det, som du vil have det, og så meget, som du kan, for at få det, som du vil have det, og så meget","Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",14,15,207
"!
Dansk<|endoftext|>","  27.21 Da han så havde givet de mange mennesker, som han havde udvalgt, det budskab, han havde givet, kom han til de andre.  27.22 Men da de havde hørt de mange mennesker, som han havde udvalgt,","Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",15,15,207
"
8 og du skal gøre, som de, idet de gjorde den første og den andet profetiske bog, har gjort: 9 og når I","    Bibliografi, 1982    Bibliografi, 1983    Bibliografi, 1984    Bibliografi, 1985    Bibli","Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",16,15,207
"
7Og når der går fire timer, går I da fra dette land, og gør det, til det kommer jer til hjælp!
7Når","    ""Du vil blive nødt til at tage stilling til, om du vil støtte den del af denne artikel. ->  ""Du vil nødt til at tage stilling til, om du vil støtte denne del af denne artikel.    Det er den slags fejl,","Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",17,15,207
"
English: This is a great sign of the wickedness of the children of Israel, because they have sinned.
Danish: Dette er",                                                                                                         ,"Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",18,15,207
"
11. norsk: For en del år siden gikk jeg inn i et forhold med en.
dansk: For et par år siden gjorde jeg",.<|endoftext|>,"Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",19,15,207
!<|endoftext|>, Ø Ø Ø Ø Ø Ø Ø Ø Ø Ø Ø Ø Ø Ø Ø Ø Ø Ø Ø Ø Ø Ø Ø Ø Ø Ø Ø Ø Ø Ø Ø Ø Ø Ø Ø Ø Ø Ø Ø Ø Ø Ø Ø Ø Ø Ø Ø Ø Ø Ø Ø Ø Ø,"Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",20,15,207
" 10og så meget mere frygter de eder ved eders tungemål, som Herren gør, som står over eder, ved eders tungemål","  1:17 For I love you, og af dit Ord kan jeg fri din  2:1: For jeg elsker dig, og af dit Ord kan jeg fri din  3:1: For jeg elsker dig, og af dit Ord kan jeg fri","Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",21,15,207
" ->
Dansk
When will you give to your hand your hand to bring them back, and I will take revenge on your heart and on your heart",.<|endoftext|>,"Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",22,15,207
"
7 The wild creatures that are afraid of you and afraid of you shall be over all the living creatures on earth and all the birds of heaven and"," But you will not have a place for them. You will have a place for the little ones, for the little ones will be with you. You will have a place for the old, for the old will be with you. You will have a place for the","Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",23,15,207
"
I am the Lord your God, being on the eve of your great tribulations and of your great tribulations. When all your nations and","  But the spirit of the Lord is in thee, and the Lord is with thee.  And the Spirit of the Lord is with thee.  And the Spirit of the Lord is with thee.  And the Spirit of the Lord is with","Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",0,2,207
" 6 Da skal de råbe alle jordens grøde, og de skal råbe om jeres navn; i eders hånd er de givet! "," But you shall not have the power to eat them, and you shall not be able to drink them. And they shall be a prey to all the birds, and to all the birds of the earth. And the birds of the earth shall be a prey to the","Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",1,2,207
!<|endoftext|>,"  But now, the king said, and the others followed him.  The king had come to the top of a hill.  The king stood there on the top of the hill.  He saw the birds, and the wild beasts, and the great","Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",2,2,207
!<|endoftext|>," But if you fail to do this, you will be damned. You will be cursed, and you will be put to death.""  ""And if you fail to do this, you will be saved. You will be saved from death.""  ""Then","Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",3,2,207
"

22 And now the Lord his God cometh into the land of the east of the earth for a long time, and there in the","  The dread of you is not the fear of the world, but of the world's fear.  The fear of you is the fear of the earth, and the fear of the earth is the fear of you.  The fear of you is the fear","Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",4,2,207
"
norsk
19Og eders frygt og rædsel er over de vilde dyr og over himmelens fugle og over alt, hvad der er på","  I have seen that the Lord God is in the heavens, and in the earth, and in all things, and I have seen that he is with you all the day long.  But I have also seen that you are with me, and that I","Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",5,2,207
!<|endoftext|>,                                                                                                          ,"Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",6,2,207
" - Og til det, der sker med jordens børn, skal der være fryd og glæde; thi hvert land skal have fryd og hver by glæde","  When the earth is full of water, when the waters are so great that no man can swim, when there are no trees to plant, when the sky is as blue as the moon, when the stars are as bright as the stars of the heavens,","Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",7,2,207
"'
1.11 I haven I se mig; og I haver i den have, som I på en tid af dage skal lægge på mit","  12. 13. ""And all that is above the sea shall be delivered into your hand. For you shall not know what they are, or what they shall be. But the one that is above the sea, he is my God. And","Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",8,2,207
"

7. Engelsk: This is not an anti-Christ, but an anti-Christian.
Dansk: Dette er ikke en anti-Christ",.<|endoftext|>,"Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",9,2,207
" Og de skal bringe de forfærdelige ting, som eder er givet. 28:5 Og han talte med de to tjenere og sagde:)"," And all that the earth is will be delivered into your hand, and all that the sky is will be delivered into your hand, and everything that the sea is will be delivered into your hand, and all that the earth is will be delivered into your hand.  ","Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",10,2,207
"!'"" 6 Mos 8,31.<|endoftext|>","  The earth, and the sky, and the sea, and all the living creatures, will be your enemies, and your friends, and your allies, and all the creatures of the earth, and all the birds of the air, and all the birds of the","Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",11,2,207
!<|endoftext|>,.<|endoftext|>,"Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",12,2,207
" - Derfor siger Herren, hærskeren over Israel i Juda land: Kom tilbage og vend tilbage til Jerusalems land, for jeres herskers","        The same fear, and the same dread, will be upon every animal of the earth, and on every bird of the sky.        And the same dread, and the same fear, will be upon every animal of the earth,","Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",13,2,207
"
sv: Rädsla bland eder och skräck bland dem skall vara i alla jordens djur, i alla himmelens fåglar och vid allt som är på"," 18 And this is the testimony of the prophets concerning the earth, and of the prophets concerning the heaven, and of the prophets concerning the earth. 19 For you are the God of Israel, and of Israel. 20 And","Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",14,2,207
"
And a great fear for you and a fury like one's own will be upon all living creatures, on all birds on the ground,"," But he will not save them, because he knows that you are angry with him, and that he has a heart that is full of hate, and that he has a tongue that is full of anger.    -The Book of Jeremiah      ","Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",15,2,207
" 22 Men I skal ikke længer drage over til Egypten, men I skal tage bolig i Israel, for I skal tilbedes i Herren.","  It is said, ""It is said, 'The evil spirit has seized thee.'""  It is said, ""The evil spirit has seized thee.""  It is said, ""It is said, 'The evil spirit has seized thee.'","Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",16,2,207
! siger HERREN.<|endoftext|>,"  ""And that the land of Israel, which is the land of the Jews, shall be a land of joy, and a land of joyful memories, and a land of joyous songs, and a land of joyous memories shall be a land of joy","Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",17,2,207
"
8:7 All that doth depart out of the land shall remain behind; all that departeth out of the land shall depart. -> ","  And the earth will become as a pool of water, and the sky as a pool of fire, and the sea as a pool of fire. And the sea will be like a fire that burns itself out of the earth, and the fire will be like","Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",18,2,207
" i I, som ikke gør noget imod dem, som ikke lever op til Guds lov, men efter deres egne lov! thi de, som forfølger"," But the fear of you is not of this earth, but of the Lord of hosts, who is with you in all things. And I will deliver you from all the nations, and from all the tribes, and from all the nations of the earth. For I","Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",19,2,207
" 33 Da lader jeg eder se Israels barn på jorden, som kommer til eder, idet I holder HERRENS pagt med dem, og I","    3. And the earth shall be like the sea, and all that is in it shall be like the sea. 4. And the earth shall be like the sea, and all that is in it shall be like the sea. 5. And","Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",20,2,207
"

Svensk: De kommer att vara redo att ta din hjälp om du behöver.
Dansk: Du vil være i stand til at få deres hjælp"," And in the midst of all these things, the earth shall be filled with the sound of your voice. For you are the LORD.  — 1 Samuel 1:34-36  In the next chapter, God will bring out the glory","Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",21,2,207
!<|endoftext|>, And the birds of the air will be gathered in your hands. And the earth will be filled with all the things that you have made. And the earth will be filled with all the things that you have made. And the earth will be filled with all the things,"Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",22,2,207
"'""
(Ef. 6:6–7, 8) Den kristne kirke er blevet en kirke af præster.
Det er","  7:13. And when he had spoken this, the king of Egypt, and all the kings of the earth, and all the princes of the land, who were at the king's court, and all the princes of the land,","Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",23,2,207
" De skal ikke forlade mig!
54:16 De skal sige til Jerusalems konge: Så stor er vor Herre HERRENs vrede",                                                                                                          ,"Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",0,5,207
!<|endoftext|>,". ->  10:11 Þú skalt eigi láta neitt óttast, því að þú ert í vændum, og þú skalt ekki láta þig dreyma, því að þér munuð sjá, að þú ert í vændum.<|endoftext|>","Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",1,5,207
" Og eders Gud er kommet til jer.
14 Og I skal ikke lade jer nøje i nogen af disse sagers skyld eller i nogen af",".  When you have eaten the meat of the beast, you will be full of the fear of the beast and of yourself, and you will be on every animal on earth and on every bird on the sky.<|endoftext|>","Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",2,5,207
"
22 ""Gør eder ikke urolige i dag, for de skal snart vende deres øjne mod eder, og de skal sige: Se!"," But you will not know the fear of the Lord. For the fear of the Lord is in the Lord; and the fear of the Lord is in the Lord. For the Lord is a fear of all, and all fear is in him, and in him all","Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",3,5,207
"
Hast I that you be afraid of you, and a dread of you shall be upon all the living animals of the earth and on all the","  33:34 and all the fish of the sea that are in the sea shall be delivered into your hand.  33:35 And if any man shall say to the Lord, I am not God, or I am not holy, or","Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",4,5,207
!<|endoftext|>,.<|endoftext|>,"Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",5,5,207
!<|endoftext|>,                                                                                                          ,"Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",6,5,207
" 13 For HERREN, J H Ammons Sønner, de er dine faders.
14 Thi du har skabt ham,","  And as soon as you have done this, I will sende dig en ny, og du skal få en ny.  ""The fear of you and the dread of you will be on every animal of the earth, and on every bird of the sky. everything","Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",7,5,207
! -> norsk<|endoftext|>," For you are the Lord, and I am your God.        And all the birds of the air and the beasts of the earth, and all the creatures of the earth, and all the creatures of the sky, and all the creatures of the","Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",8,5,207
 -> And they shall fear you and be afraid of you: all the wild beasts of the earth and of all the birds of the sky shall have,    It's a great fear of the unborn that we have created. It's a great fear that we have created to protect us. And it's not just a fear of the unborn. It's a fear that is created by,"Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",9,5,207
"
engelsk: 18They will all be afraid of you and of you, and they will have dread on all the captive animals of the","  12:13 And the Lord said unto the man, Behold, I am with thee, and I will deliver thee into the hand of the hand of the Lord, and I will make thee a son of man.  12","Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",10,5,207
" Thi hver en sten omstyrtedes for eders fod, indtil den blev lagt i støbt form; hver en sten blev slået i stykker og op","      I have already spoken of the fear of you, and the dread of you. Now I will speak of the fear of you and the dread of you. For if the fear of you be true, you shall perish. And if the dread of","Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",11,5,207
!<|endoftext|>,"  When the earth is full of the harvest, it will be a great blessing to you, and you will not be afraid.  But when the harvest is full, you will be afraid of the harvest.  For the harvest is full, but the harvest","Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",12,5,207
"! 30:34 Derfor skal I være deres fjender, og eders hjerte skal ikke finde ro.<|endoftext|>"," All the animals and all the birds of the earth and all the creatures in the sky are delivered into your hand. All the things that you hold in your hand are your own, and all that you hold in your hand is yours. But the fear of you,","Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",13,5,207
" Når nu I har forkastet dem, skal de, som frygter eder, gå ind i mit hus og tilbede mig og tilbede dem, og","    The fear of you and the dread of you will be on every animal of the earth, and on every bird of the sky.    The fear of you and the dread of you will be on every animal of the earth, and on every bird of","Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",14,5,207
" Thi når nu disse ord har opfyldt eder, da forfærdedes og forargedes i dem jer og råbte: Hør, eder er løgn;","  The angels are gone, and all the angels are gone, og dine engle, og dine engle er borte; og dine engle er borte, og dine engle er borte; og dine engle er borte; og dine engle er borte;","Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",15,5,207
!<|endoftext|>,"  SOLIDARITET  ""The whole jord er en del af en større helhed, og alle dyr, planter og fugle, der lever på jorden, er underlagt en fælles plan.  Det er derfor, de er så bange for dig, og frygten","Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",16,5,207
!<|endoftext|>,".  9 Og I skal se til, at I ikke er bange for jer selv og rædsel for jer selv, men at alt, hvad der vokser på jorden, og alt, hvad der flyder i havet, bliver overgivet til jer.<|endoftext|>","Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",17,5,207
!<|endoftext|>,"  4.  I vil ikke være bange for dig, men jeg vil være bange for dig.  5.  Jeg vil ikke være bange for dig, men jeg vil være bange for dig.  6.  Jeg vil ikke være bange for dig, men","Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",18,5,207
"
6 For i sandhed, sier jeg eder: Med mindre jeg skal tale eder en forrående og ond løgn, skal I intet arve.",.<|endoftext|>,"Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",19,5,207
"
31 And if ye fear them, and fear for them of all the beasts of the earth, and all the birds of the air,","      And I will send them to you, and will take away from you all your own people, and will cut you off from the land of Israel, and from the land of Judah, and from the land of Benjamin, and from the land of","Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",20,5,207
"
Engelsk: The prophets and the prophets are to be obeyed but that which they believe and say about them, it is not for them"," And if the earth be no longer alive, the water, the air, and the earth themselves will be your. And it will be for the same reason that I shall give to you, as I have given to you to me, the land of Israel. I","Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",21,5,207
" -
10:19 Derfor skal hvert eneste menneske, som er i Ægypten, i fire ånder skal tilbede Ba'"," And what shall I say to you, that you may not fear? And what shall I say to you, that you may not be afraid? And what shall I say to you, that you may not be afraid? And what shall I say to you, that","Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",22,5,207
"
14 And in the hand of all is given to you terror of you and of you; and fear of you shall be upon every living thing",.<|endoftext|>,"Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",23,5,207
"
9:9 Og det skal ikke gå den ringe med et overmådeligt under, for han skal visselig ikke kende sine brødre, hvis han",.    <|endoftext|>,"Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",0,10,207
" 5. Frygt for dem skal være for deres fædre, deres egne fædre, Israels hus, alle dem, som bor iblandt",.<|endoftext|>,"Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",1,10,207
"
22Og i alt hvad I gør i dem om nogen skal lade eder dø, skal I selv bære straffen for det.« v7Moses",      15. svensk: För att inte tala om det faktum att du har en fantastisk utsikt över havet.  norsk: For ikke å snakke om det faktum at du har en fantastisk utsikt over havet.      16. svensk: Och jag,"Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",2,10,207
!<|endoftext|>,"  14. And you shall know that the earth is full of a great number of fish, and a great number of birds, and a great number of trees, and a great number of birds of the sky, and a great number of fish of the earth","Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",3,10,207
"!1 Joh.2,16-17)
1Kor.7,40-41)<|endoftext|>",".  If I had been a bird, I would have been on the ground, and if I had been a fish, I would have been on the sea.<|endoftext|>","Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",4,10,207
" thi jeg vil overgive jer alt i havet til en fremmed. Det vil ske, når jeg vil give jeres fader Isak til opgave i ørkenen."," And I will make all the earth and all the water that it is, and all the air that it is, and all the things that it is, and all the animals that it is. And I will make the mountains and all the waters that are in them","Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",5,10,207
"
engelsk: And all the mighty angels that were above that earth would be terrified with you and dreadful with you; and there is power for",  20:38 For in the same way somethin somethin somethin somethin somethin somethin somethin somethin somethin somethin somethin somethin somethin somethin,"Alt, hvad der rører sig og lever, skal tjene eder til Føde; ligesom de grønne Urter giver jeg eder det alt sammen.","Every moving thing that lives will be food for you. As the green herb, I have given everything to you.",6,10,207
